Dataset	Id	SpecFile	LocalSpecIdx	Scan	LocalPeptideIdx	Name	Score	P-Value	PeptideMass	SpectrumMass	Retention	Adduct	Charge	FScore	MolFile	Family	Structure
MSV000079450	303	REG_fdr0_spectra/MSV000079450.mgf	303	303	6145	Surfactin_1-Me_ester	16	1.3e-21	1035.68	1036.69	292.059	M+H	1	20.886056647693163	combined_db/mol_dir/QMN74-J.mol	7	cyclic
MSV000078937	314	REG_fdr0_spectra/MSV000078937.mgf	314	314	6145	Surfactin_1-Me_ester	19	1.4999999999999998e-20	1035.68	1036.69	272.9	M+H	1	19.82390874094432	combined_db/mol_dir/QMN74-J.mol	7	cyclic
MSV000078635	512	REG_fdr0_spectra/MSV000078635.mgf	512	512	6145	Surfactin_1-Me_ester	20	3.3e-20	1035.68	1036.69	293.711	M+H	1	19.481486060122112	combined_db/mol_dir/QMN74-J.mol	7	cyclic
MSV000078635	256	REG_fdr0_spectra/MSV000078635.mgf	256	256	4274	Orfamide_A_Orfamide_A	26	1.1e-31	1294.84	1295.85	287.004	M+H	1	30.958607314841775	combined_db/mol_dir/QMK48-P.mol	582	b-cyclic
MSV000079450	218	REG_fdr0_spectra/MSV000079450.mgf	218	218	4274	Orfamide_A_Orfamide_A	26	1.1e-31	1294.84	1295.85	287.004	M+H	1	30.958607314841775	combined_db/mol_dir/QMK48-P.mol	582	b-cyclic
MSV000078635	257	REG_fdr0_spectra/MSV000078635.mgf	257	257	4274	Orfamide_A_Orfamide_A	25	1.1999999999999999e-28	1294.84	1295.85	283.298	M+H	1	27.920818753952375	combined_db/mol_dir/QMK48-P.mol	582	b-cyclic
MSV000079450	219	REG_fdr0_spectra/MSV000079450.mgf	219	219	4274	Orfamide_A_Orfamide_A	25	1.1999999999999999e-28	1294.84	1295.85	283.298	M+H	1	27.920818753952375	combined_db/mol_dir/QMK48-P.mol	582	b-cyclic
MSV000079450	220	REG_fdr0_spectra/MSV000079450.mgf	220	220	4274	Orfamide_A_Orfamide_A	23	4e-23	1294.84	1295.85	279.591	M+H	1	22.397940008672037	combined_db/mol_dir/QMK48-P.mol	582	b-cyclic
MSV000079450	231	REG_fdr0_spectra/MSV000079450.mgf	231	231	4274	Orfamide_A_Orfamide_A	14	4.6e-14	1294.84	648.428	290.71	M+2H	2	13.337242168318426	combined_db/mol_dir/QMK48-P.mol	582	b-cyclic
MSV000079450	234	REG_fdr0_spectra/MSV000079450.mgf	234	234	4274	Orfamide_A_Orfamide_A	12	8.600000000000001e-13	1294.84	648.4259999999999	287.676	M+2H	2	12.065501548756432	combined_db/mol_dir/QMK48-P.mol	582	b-cyclic
MSV000078803	345	REG_fdr0_spectra/MSV000078803.mgf	345	345	1690	Amphisin_9-L-Glutamic_acid_analogue	30	3.8e-37	1408.84	1409.83	205.104	M+H	1	36.420216403383186	combined_db/mol_dir/LRY16-C.mol	348	b-cyclic
MSV000079619	313	REG_fdr0_spectra/MSV000079619.mgf	313	313	1690	Amphisin_9-L-Glutamic_acid_analogue	30	3.8e-37	1408.84	1409.83	205.104	M+H	1	36.420216403383186	combined_db/mol_dir/LRY16-C.mol	348	b-cyclic
MSV000078803	346	REG_fdr0_spectra/MSV000078803.mgf	346	346	1690	Amphisin_9-L-Glutamic_acid_analogue	29	2.1e-34	1408.84	1409.84	201.735	M+H	1	33.67778070526608	combined_db/mol_dir/LRY16-C.mol	348	b-cyclic
MSV000079619	314	REG_fdr0_spectra/MSV000079619.mgf	314	314	1690	Amphisin_9-L-Glutamic_acid_analogue	29	2.1e-34	1408.84	1409.84	201.735	M+H	1	33.67778070526608	combined_db/mol_dir/LRY16-C.mol	348	b-cyclic
MSV000078606	107	REG_fdr0_spectra/MSV000078606.mgf	107	107	1690	Amphisin_9-L-Glutamic_acid_analogue	23	1.9e-30	1408.84	1409.85	207.891	M+H	1	29.72124639904717	combined_db/mol_dir/LRY16-C.mol	348	b-cyclic
MSV000078635	648	REG_fdr0_spectra/MSV000078635.mgf	648	648	1690	Amphisin_9-L-Glutamic_acid_analogue	19	5.7000000000000005e-19	1408.84	705.436	202.081	M+2H	2	18.24412514432751	combined_db/mol_dir/LRY16-C.mol	348	b-cyclic
MSV000079450	687	REG_fdr0_spectra/MSV000079450.mgf	687	687	1690	Amphisin_9-L-Glutamic_acid_analogue	19	5.7000000000000005e-19	1408.84	705.436	202.081	M+2H	2	18.24412514432751	combined_db/mol_dir/LRY16-C.mol	348	b-cyclic
MSV000079450	549	REG_fdr0_spectra/MSV000079450.mgf	549	549	1690	Amphisin_9-L-Glutamic_acid_analogue	18	1.5e-15	1408.84	705.421	205.81799999999998	M+2H	2	14.823908740944319	combined_db/mol_dir/LRY16-C.mol	348	b-cyclic
MSV000079450	620	REG_fdr0_spectra/MSV000079450.mgf	620	620	1690	Amphisin_9-L-Glutamic_acid_analogue	15	5.7e-15	1408.84	705.432	202.141	M+2H	2	14.244125144327509	combined_db/mol_dir/LRY16-C.mol	348	b-cyclic
MSV000078635	226	REG_fdr0_spectra/MSV000078635.mgf	226	226	1117	Massetolides_Massetolide_F	16	9.399999999999999e-27	1125.69	1126.7	194.688	M+H	1	26.0268721464003	combined_db/mol_dir/BOV10-G.mol	74	b-cyclic
MSV000079450	56	REG_fdr0_spectra/MSV000079450.mgf	56	56	1117	Massetolides_Massetolide_F	16	9.399999999999999e-27	1125.69	1126.7	194.688	M+H	1	26.0268721464003	combined_db/mol_dir/BOV10-G.mol	74	b-cyclic
MSV000079450	835	REG_fdr0_spectra/MSV000079450.mgf	835	835	1117	Massetolides_Massetolide_F	16	2.0000000000000002e-21	1125.69	1126.69	220.595	M+H	1	20.69897000433602	combined_db/mol_dir/BOV10-G.mol	74	b-cyclic
MSV000078803	86	REG_fdr0_spectra/MSV000078803.mgf	86	86	1117	Massetolides_Massetolide_F	16	3.4e-21	1125.69	1126.7	199.36900000000003	M+H	1	20.468521082957746	combined_db/mol_dir/BOV10-G.mol	74	b-cyclic
MSV000079619	2	REG_fdr0_spectra/MSV000079619.mgf	2	2	1117	Massetolides_Massetolide_F	16	3.4e-21	1125.69	1126.7	199.36900000000003	M+H	1	20.468521082957746	combined_db/mol_dir/BOV10-G.mol	74	b-cyclic
MSV000079598	1	REG_fdr0_spectra/MSV000079598.mgf	1	1	1117	Massetolides_Massetolide_F	13	1.3000000000000001e-12	1125.69	563.851	442.36699999999996	M+2H	2	11.886056647693163	combined_db/mol_dir/BOV10-G.mol	74	b-cyclic
MSV000078611	0	REG_fdr0_spectra/MSV000078611.mgf	0	0	2061	Emericellamides_Emericellamide_B	9	1.5e-11	623.4259999999999	624.436	1371.52	M+H	1	10.823908740944319	combined_db/mol_dir/OXR21-O.mol	42	cyclic
MSV000078611	16	REG_fdr0_spectra/MSV000078611.mgf	16	16	2061	Emericellamides_Emericellamide_B	8	1.3999999999999998e-10	623.4259999999999	624.435	1372.34	M+H	1	9.853871964321762	combined_db/mol_dir/OXR21-O.mol	42	cyclic
MSV000078611	18	REG_fdr0_spectra/MSV000078611.mgf	18	18	2061	Emericellamides_Emericellamide_B	8	2.1000000000000002e-10	623.4259999999999	624.434	1367.26	M+H	1	9.67778070526608	combined_db/mol_dir/OXR21-O.mol	42	cyclic
MSV000078611	30	REG_fdr0_spectra/MSV000078611.mgf	30	30	2061	Emericellamides_Emericellamide_B	7	4.5e-10	623.4259999999999	624.438	1375.38	M+H	1	9.346787486224656	combined_db/mol_dir/OXR21-O.mol	42	cyclic
MSV000078611	31	REG_fdr0_spectra/MSV000078611.mgf	31	31	2061	Emericellamides_Emericellamide_B	7	5.3e-10	623.4259999999999	624.438	1370.31	M+H	1	9.275724130399212	combined_db/mol_dir/OXR21-O.mol	42	cyclic
MSV000078611	28	REG_fdr0_spectra/MSV000078611.mgf	28	28	1975	Emericellamides_Emericellamide_A	9	1.7e-11	609.41	610.423	1284.13	M+H	1	10.769551078621726	combined_db/mol_dir/OXR20-N.mol	42	cyclic
MSV000078611	1	REG_fdr0_spectra/MSV000078611.mgf	1	1	1975	Emericellamides_Emericellamide_A	10	1.9e-11	609.41	610.419	1276.2	M+H	1	10.721246399047171	combined_db/mol_dir/OXR20-N.mol	42	cyclic
MSV000078611	11	REG_fdr0_spectra/MSV000078611.mgf	11	11	1975	Emericellamides_Emericellamide_A	9	2.2999999999999998e-11	609.41	610.424	1284.23	M+H	1	10.638272163982407	combined_db/mol_dir/OXR20-N.mol	42	cyclic
MSV000078611	2	REG_fdr0_spectra/MSV000078611.mgf	2	2	1975	Emericellamides_Emericellamide_A	9	8.000000000000001e-11	609.41	610.42	1281.28	M+H	1	10.096910013008056	combined_db/mol_dir/OXR20-N.mol	42	cyclic
MSV000078611	19	REG_fdr0_spectra/MSV000078611.mgf	19	19	1975	Emericellamides_Emericellamide_A	8	7.400000000000001e-10	609.41	610.419	1281.1	M+H	1	9.130768280269024	combined_db/mol_dir/OXR20-N.mol	42	cyclic
MSV000078611	27	REG_fdr0_spectra/MSV000078611.mgf	27	27	4924	Emericellamides_Emericellamide_C	9	1.1e-11	595.394	596.408	1237.5	M+H	1	10.958607314841775	combined_db/mol_dir/PPT58-V.mol	42	cyclic
MSV000078611	10	REG_fdr0_spectra/MSV000078611.mgf	10	10	4924	Emericellamides_Emericellamide_C	9	1.9e-11	595.394	596.411	1232.49	M+H	1	10.721246399047171	combined_db/mol_dir/PPT58-V.mol	42	cyclic
MSV000078611	29	REG_fdr0_spectra/MSV000078611.mgf	29	29	4924	Emericellamides_Emericellamide_C	9	7.900000000000001e-11	595.394	596.408	1233.41	M+H	1	10.102372908709558	combined_db/mol_dir/PPT58-V.mol	42	cyclic
MSV000078611	17	REG_fdr0_spectra/MSV000078611.mgf	17	17	4924	Emericellamides_Emericellamide_C	8	1.9e-10	595.394	596.405	1230.4	M+H	1	9.721246399047171	combined_db/mol_dir/PPT58-V.mol	42	cyclic
MSV000078611	4	REG_fdr0_spectra/MSV000078611.mgf	4	4	4924	Emericellamides_Emericellamide_C	7	2.3e-09	595.394	596.404	1225.51	M+H	1	8.638272163982407	combined_db/mol_dir/PPT58-V.mol	42	cyclic
MSV000078611	22	REG_fdr0_spectra/MSV000078611.mgf	22	22	5664	Aspergillicin_A_Aspergillicin_A	15	2.6e-22	740.4110000000001	741.42	1050.54	M+H	1	21.585026652029182	combined_db/mol_dir/NOK68-C.mol	175	b-cyclic
MSV000078611	35	REG_fdr0_spectra/MSV000078611.mgf	35	35	5664	Aspergillicin_A_Aspergillicin_A	14	3.3e-21	740.4110000000001	741.416	1059.65	M+H	1	20.481486060122112	combined_db/mol_dir/NOK68-C.mol	175	b-cyclic
MSV000078611	32	REG_fdr0_spectra/MSV000078611.mgf	32	32	5664	Aspergillicin_A_Aspergillicin_A	13	3e-17	740.4110000000001	741.416	1054.66	M+H	1	16.522878745280337	combined_db/mol_dir/NOK68-C.mol	175	b-cyclic
MSV000078611	6	REG_fdr0_spectra/MSV000078611.mgf	6	6	5664	Aspergillicin_A_Aspergillicin_A	13	6.4e-16	740.4110000000001	741.42	1054.52	M+H	1	15.193820026016112	combined_db/mol_dir/NOK68-C.mol	175	b-cyclic
MSV000078611	33	REG_fdr0_spectra/MSV000078611.mgf	33	33	5664	Aspergillicin_A_Aspergillicin_A	11	1.5e-15	740.4110000000001	741.416	1052.62	M+H	1	14.823908740944319	combined_db/mol_dir/NOK68-C.mol	175	b-cyclic
MSV000080115	65	REG_fdr0_spectra/MSV000080115.mgf	65	65	5817	Aspergillicin_E_Aspergillicin_E	14	4.0000000000000004e-20	754.427	755.423	717.579	M+H	1	19.397940008672037	combined_db/mol_dir/NOK70-X.mol	175	b-cyclic
MSV000080115	116	REG_fdr0_spectra/MSV000080115.mgf	116	116	5817	Aspergillicin_E_Aspergillicin_E	14	4.0000000000000004e-20	754.427	755.423	717.579	M+H	1	19.397940008672037	combined_db/mol_dir/NOK70-X.mol	175	b-cyclic
MSV000080115	1	REG_fdr0_spectra/MSV000080115.mgf	1	1	5817	Aspergillicin_E_Aspergillicin_E	15	2.6000000000000004e-18	754.427	755.436	715.908	M+H	1	17.585026652029182	combined_db/mol_dir/NOK70-X.mol	175	b-cyclic
MSV000080115	114	REG_fdr0_spectra/MSV000080115.mgf	114	114	5817	Aspergillicin_E_Aspergillicin_E	15	2.6000000000000004e-18	754.427	755.436	715.908	M+H	1	17.585026652029182	combined_db/mol_dir/NOK70-X.mol	175	b-cyclic
MSV000080115	33	REG_fdr0_spectra/MSV000080115.mgf	33	33	5817	Aspergillicin_E_Aspergillicin_E	14	1.5e-17	754.427	755.443	723.6510000000001	M+H	1	16.82390874094432	combined_db/mol_dir/NOK70-X.mol	175	b-cyclic
MSV000080115	64	REG_fdr0_spectra/MSV000080115.mgf	64	64	5817	Aspergillicin_E_Aspergillicin_E	15	3.9e-19	754.427	378.215	719.6510000000001	M+2H	2	18.4089353929735	combined_db/mol_dir/NOK70-X.mol	175	b-cyclic
MSV000080115	115	REG_fdr0_spectra/MSV000080115.mgf	115	115	5817	Aspergillicin_E_Aspergillicin_E	15	3.9e-19	754.427	378.215	719.6510000000001	M+2H	2	18.4089353929735	combined_db/mol_dir/NOK70-X.mol	175	b-cyclic
MSV000080115	0	REG_fdr0_spectra/MSV000080115.mgf	0	0	5817	Aspergillicin_E_Aspergillicin_E	17	1.8e-17	754.427	378.221	719.075	M+2H	2	16.744727494896694	combined_db/mol_dir/NOK70-X.mol	175	b-cyclic
MSV000080115	113	REG_fdr0_spectra/MSV000080115.mgf	113	113	5817	Aspergillicin_E_Aspergillicin_E	17	1.8e-17	754.427	378.221	719.075	M+2H	2	16.744727494896694	combined_db/mol_dir/NOK70-X.mol	175	b-cyclic
MSV000078611	25	REG_fdr0_spectra/MSV000078611.mgf	25	25	5741	Aspergillicin_B_Aspergillicin_B	9	2.2999999999999998e-11	726.395	727.403	1000.87	M+H	1	10.638272163982407	combined_db/mol_dir/NOK69-D.mol	175	b-cyclic
MSV000079098	227	REG_fdr0_spectra/MSV000079098.mgf	227	227	8982	SCH-378161	28	2.5e-27	1122.63	1123.64	213.715	M+H	1	26.602059991327963	combined_db/mol_dir/antimarin2012_47737.mol	159	cyclic
MSV000078622	0	REG_fdr0_spectra/MSV000078622.mgf	0	0	8982	SCH-378161	10	5.200000000000001e-10	1122.63	562.326	323.44599999999997	M+2H	2	9.2839966563652	combined_db/mol_dir/antimarin2012_47737.mol	159	cyclic
MSV000079444	2	REG_fdr0_spectra/MSV000079444.mgf	2	2	8982	SCH-378161	9	2.8999999999999998e-08	1122.63	562.323	186.53	M+2H	2	7.537602002101044	combined_db/mol_dir/antimarin2012_47737.mol	159	cyclic
MSV000078635	86	REG_fdr0_spectra/MSV000078635.mgf	86	86	6377	Pseudodesmin_A_Pseudodesmin_A	17	4.3e-20	1124.71	1125.7	231.73	M+H	1	19.366531544420415	combined_db/mol_dir/PVS77-L.mol	74	b-cyclic
MSV000079450	507	REG_fdr0_spectra/MSV000079450.mgf	507	507	6377	Pseudodesmin_A_Pseudodesmin_A	17	4.3e-20	1124.71	1125.7	231.73	M+H	1	19.366531544420415	combined_db/mol_dir/PVS77-L.mol	74	b-cyclic
MSV000078635	95	REG_fdr0_spectra/MSV000078635.mgf	95	95	6377	Pseudodesmin_A_Pseudodesmin_A	19	3.1e-19	1124.71	1125.7	190.642	M+H	1	18.50863830616573	combined_db/mol_dir/PVS77-L.mol	74	b-cyclic
MSV000079450	517	REG_fdr0_spectra/MSV000079450.mgf	517	517	6377	Pseudodesmin_A_Pseudodesmin_A	19	3.1e-19	1124.71	1125.7	190.642	M+H	1	18.50863830616573	combined_db/mol_dir/PVS77-L.mol	74	b-cyclic
MSV000079450	774	REG_fdr0_spectra/MSV000079450.mgf	774	774	6377	Pseudodesmin_A_Pseudodesmin_A	13	4.5e-18	1124.71	1125.71	258.345	M+H	1	17.346787486224656	combined_db/mol_dir/PVS77-L.mol	74	b-cyclic
MSV000078635	94	REG_fdr0_spectra/MSV000078635.mgf	94	94	1787	Tolaasin_Tolaasin_D	27	1.6999999999999998e-48	1986.21	994.105	98.29700000000001	M+2H	2	47.769551078621724	combined_db/mol_dir/OJL17-T.mol	135	b-cyclic
MSV000079450	516	REG_fdr0_spectra/MSV000079450.mgf	516	516	1787	Tolaasin_Tolaasin_D	27	1.6999999999999998e-48	1986.21	994.105	98.29700000000001	M+2H	2	47.769551078621724	combined_db/mol_dir/OJL17-T.mol	135	b-cyclic
MSV000079450	772	REG_fdr0_spectra/MSV000079450.mgf	772	772	1787	Tolaasin_Tolaasin_D	17	9.599999999999999e-32	1986.21	994.115	173.10299999999998	M+2H	2	31.01772876696043	combined_db/mol_dir/OJL17-T.mol	135	b-cyclic
MSV000079450	776	REG_fdr0_spectra/MSV000079450.mgf	776	776	1787	Tolaasin_Tolaasin_D	12	9.4e-23	1986.21	994.117	184.55700000000002	M+2H	2	22.0268721464003	combined_db/mol_dir/OJL17-T.mol	135	b-cyclic
MSV000079374	1	REG_fdr0_spectra/MSV000079374.mgf	1	1	1787	Tolaasin_Tolaasin_D	15	9.7e-21	1986.21	994.112	409.82199999999995	M+2H	2	20.013228265733755	combined_db/mol_dir/OJL17-T.mol	135	b-cyclic
MSV000078635	619	REG_fdr0_spectra/MSV000078635.mgf	619	619	8708	Bacillomycin_D2;_Raubitschek_substance	21	5.999999999999999e-24	1030.53	1031.53	94.667	M+H	1	23.221848749616356	combined_db/mol_dir/antimarin2012_28810.mol	69	cyclic
MSV000079450	796	REG_fdr0_spectra/MSV000079450.mgf	796	796	8708	Bacillomycin_D2;_Raubitschek_substance	20	4.5999999999999996e-23	1030.53	1031.54	145.80700000000002	M+H	1	22.337242168318426	combined_db/mol_dir/antimarin2012_28810.mol	69	cyclic
MSV000078635	344	REG_fdr0_spectra/MSV000078635.mgf	344	344	8708	Bacillomycin_D2;_Raubitschek_substance	19	2.1000000000000003e-22	1030.53	1031.54	94.26799999999999	M+H	1	21.67778070526608	combined_db/mol_dir/antimarin2012_28810.mol	69	cyclic
MSV000078635	520	REG_fdr0_spectra/MSV000078635.mgf	520	520	8708	Bacillomycin_D2;_Raubitschek_substance	20	4.8e-22	1030.53	1031.53	94.613	M+H	1	21.318758762624412	combined_db/mol_dir/antimarin2012_28810.mol	69	cyclic
MSV000079450	253	REG_fdr0_spectra/MSV000079450.mgf	253	253	8708	Bacillomycin_D2;_Raubitschek_substance	17	3.9e-21	1030.53	1031.54	145.8	M+H	1	20.4089353929735	combined_db/mol_dir/antimarin2012_28810.mol	69	cyclic
MSV000079450	260	REG_fdr0_spectra/MSV000079450.mgf	260	260	8708	Bacillomycin_D2;_Raubitschek_substance	13	4.3e-17	1030.53	516.275	146.136	M+2H	2	16.366531544420415	combined_db/mol_dir/antimarin2012_28810.mol	69	cyclic
MSV000079450	828	REG_fdr0_spectra/MSV000079450.mgf	828	828	8708	Bacillomycin_D2;_Raubitschek_substance	11	4.3000000000000004e-13	1030.53	516.273	146.143	M+2H	2	12.366531544420413	combined_db/mol_dir/antimarin2012_28810.mol	69	cyclic
MSV000079450	244	REG_fdr0_spectra/MSV000079450.mgf	244	244	8735	Bacillomycin_D3;_Raubitschek_substance	20	3.8999999999999997e-31	1044.55	1045.56	156.91899999999998	M+H	1	30.4089353929735	combined_db/mol_dir/antimarin2012_33766.mol	69	cyclic
MSV000078635	620	REG_fdr0_spectra/MSV000078635.mgf	620	620	8735	Bacillomycin_D3;_Raubitschek_substance	21	2.5e-24	1044.55	1045.54	98.375	M+H	1	23.602059991327963	combined_db/mol_dir/antimarin2012_33766.mol	69	cyclic
MSV000078635	106	REG_fdr0_spectra/MSV000078635.mgf	106	106	8735	Bacillomycin_D3;_Raubitschek_substance	20	1.1000000000000001e-23	1044.55	1045.54	98.305	M+H	1	22.958607314841775	combined_db/mol_dir/antimarin2012_33766.mol	69	cyclic
MSV000078635	339	REG_fdr0_spectra/MSV000078635.mgf	339	339	8735	Bacillomycin_D3;_Raubitschek_substance	21	2.3e-21	1044.55	1045.56	97.976	M+H	1	20.638272163982407	combined_db/mol_dir/antimarin2012_33766.mol	69	cyclic
MSV000079450	262	REG_fdr0_spectra/MSV000079450.mgf	262	262	8735	Bacillomycin_D3;_Raubitschek_substance	12	7e-20	1044.55	1045.56	143.774	M+H	1	19.154901959985743	combined_db/mol_dir/antimarin2012_33766.mol	69	cyclic
MSV000079450	256	REG_fdr0_spectra/MSV000079450.mgf	256	256	8735	Bacillomycin_D3;_Raubitschek_substance	16	7.8e-19	1044.55	523.284	157.255	M+2H	2	18.10790539730952	combined_db/mol_dir/antimarin2012_33766.mol	69	cyclic
MSV000079450	821	REG_fdr0_spectra/MSV000079450.mgf	821	821	8735	Bacillomycin_D3;_Raubitschek_substance	14	2.5e-15	1044.55	523.281	157.261	M+2H	2	14.602059991327963	combined_db/mol_dir/antimarin2012_33766.mol	69	cyclic
MSV000079619	227	REG_fdr0_spectra/MSV000079619.mgf	227	227	1018	Massetolides_Massetolide_E	13	7.2e-23	1111.67	1112.66	208.514	M+H	1	22.14266750356873	combined_db/mol_dir/BOV09-M.mol	74	b-cyclic
MSV000078803	158	REG_fdr0_spectra/MSV000078803.mgf	158	158	1018	Massetolides_Massetolide_E	13	7.2e-23	1111.67	1112.66	208.514	M+H	1	22.14266750356873	combined_db/mol_dir/BOV09-M.mol	74	b-cyclic
MSV000078803	69	REG_fdr0_spectra/MSV000078803.mgf	69	69	1018	Massetolides_Massetolide_E	14	8.8e-21	1111.67	1112.7	218.925	M+H	1	20.05551732784983	combined_db/mol_dir/BOV09-M.mol	74	b-cyclic
MSV000079619	148	REG_fdr0_spectra/MSV000079619.mgf	148	148	1018	Massetolides_Massetolide_E	14	8.8e-21	1111.67	1112.7	218.925	M+H	1	20.05551732784983	combined_db/mol_dir/BOV09-M.mol	74	b-cyclic
MSV000078803	388	REG_fdr0_spectra/MSV000078803.mgf	388	388	1018	Massetolides_Massetolide_E	20	9.899999999999999e-21	1111.67	1112.7	205.106	M+H	1	20.00436480540245	combined_db/mol_dir/BOV09-M.mol	74	b-cyclic
MSV000078635	260	REG_fdr0_spectra/MSV000078635.mgf	260	260	926	Orfamide_A_10-N-Deacyl,_10-N-(3-hydroxydodecanoyl)	16	1.1000000000000001e-20	1266.81	1267.81	254.321	M+H	1	19.958607314841775	combined_db/mol_dir/QMN08-S.mol	582	b-cyclic
MSV000079450	223	REG_fdr0_spectra/MSV000079450.mgf	223	223	926	Orfamide_A_10-N-Deacyl,_10-N-(3-hydroxydodecanoyl)	16	1.1000000000000001e-20	1266.81	1267.81	254.321	M+H	1	19.958607314841775	combined_db/mol_dir/QMN08-S.mol	582	b-cyclic
MSV000078803	55	REG_fdr0_spectra/MSV000078803.mgf	55	55	926	Orfamide_A_10-N-Deacyl,_10-N-(3-hydroxydodecanoyl)	16	1.3000000000000001e-20	1266.81	1267.83	207.092	M+H	1	19.886056647693163	combined_db/mol_dir/QMN08-S.mol	582	b-cyclic
MSV000079619	95	REG_fdr0_spectra/MSV000079619.mgf	95	95	926	Orfamide_A_10-N-Deacyl,_10-N-(3-hydroxydodecanoyl)	16	1.3000000000000001e-20	1266.81	1267.83	207.092	M+H	1	19.886056647693163	combined_db/mol_dir/QMN08-S.mol	582	b-cyclic
MSV000078803	375	REG_fdr0_spectra/MSV000078803.mgf	375	375	926	Orfamide_A_10-N-Deacyl,_10-N-(3-hydroxydodecanoyl)	17	2.4e-20	1266.81	1267.83	252.299	M+H	1	19.619788758288394	combined_db/mol_dir/QMN08-S.mol	582	b-cyclic
MSV000080115	100	REG_fdr0_spectra/MSV000080115.mgf	100	100	3315	Surfactin_Surfactin_D	20	4.2e-24	1049.7	1050.7	1138.38	M+H	1	23.3767507096021	combined_db/mol_dir/NZJ35-K.mol	7	cyclic
MSV000078937	217	REG_fdr0_spectra/MSV000078937.mgf	217	217	3315	Surfactin_Surfactin_D	21	6.8e-24	1049.7	1050.71	287.379	M+H	1	23.167491087293765	combined_db/mol_dir/NZJ35-K.mol	7	cyclic
MSV000078937	200	REG_fdr0_spectra/MSV000078937.mgf	200	200	3315	Surfactin_Surfactin_D	19	8.800000000000001e-23	1049.7	1050.7	285.01099999999997	M+H	1	22.05551732784983	combined_db/mol_dir/NZJ35-K.mol	7	cyclic
MSV000078936	112	REG_fdr0_spectra/MSV000078936.mgf	112	112	3315	Surfactin_Surfactin_D	21	1.9999999999999999e-22	1049.7	1050.72	295.35900000000004	M+H	1	21.69897000433602	combined_db/mol_dir/NZJ35-K.mol	7	cyclic
MSV000078936	75	REG_fdr0_spectra/MSV000078936.mgf	75	75	3315	Surfactin_Surfactin_D	22	1.9999999999999999e-22	1049.7	1050.72	295.671	M+H	1	21.69897000433602	combined_db/mol_dir/NZJ35-K.mol	7	cyclic
MSV000078936	168	REG_fdr0_spectra/MSV000078936.mgf	168	168	4330	Daitocidin_Pumilacidin_F	23	7.5e-27	1049.7	1050.73	295.44	M+H	1	26.1249387366083	combined_db/mol_dir/KCH49-V.mol	7	cyclic
MSV000078937	216	REG_fdr0_spectra/MSV000078937.mgf	216	216	4330	Daitocidin_Pumilacidin_F	22	9.6e-26	1049.7	1050.71	283.001	M+H	1	25.01772876696043	combined_db/mol_dir/KCH49-V.mol	7	cyclic
MSV000078937	194	REG_fdr0_spectra/MSV000078937.mgf	194	194	4330	Daitocidin_Pumilacidin_F	20	2.0999999999999996e-25	1049.7	1050.71	280.297	M+H	1	24.67778070526608	combined_db/mol_dir/KCH49-V.mol	7	cyclic
MSV000078936	194	REG_fdr0_spectra/MSV000078936.mgf	194	194	4330	Daitocidin_Pumilacidin_F	21	8.9e-25	1049.7	1050.72	291.972	M+H	1	24.05060999335509	combined_db/mol_dir/KCH49-V.mol	7	cyclic
MSV000078787	89	REG_fdr0_spectra/MSV000078787.mgf	89	89	4330	Daitocidin_Pumilacidin_F	20	1.1e-24	1049.7	1050.7	298.087	M+H	1	23.958607314841775	combined_db/mol_dir/KCH49-V.mol	7	cyclic
MSV000078635	288	REG_fdr0_spectra/MSV000078635.mgf	288	288	6225	Surfactin_1-Me_ester	18	3.3e-18	1049.7	1050.71	309.901	M+H	1	17.481486060122112	combined_db/mol_dir/QMN75-K.mol	7	cyclic
MSV000078635	609	REG_fdr0_spectra/MSV000078635.mgf	609	609	6225	Surfactin_1-Me_ester	17	4.5e-18	1049.7	1050.71	314.97	M+H	1	17.346787486224656	combined_db/mol_dir/QMN75-K.mol	7	cyclic
MSV000078937	224	REG_fdr0_spectra/MSV000078937.mgf	224	224	6225	Surfactin_1-Me_ester	17	6.9e-18	1049.7	1050.71	290.414	M+H	1	17.161150909262744	combined_db/mol_dir/QMN75-K.mol	7	cyclic
MSV000078688	43	REG_fdr0_spectra/MSV000078688.mgf	43	43	6225	Surfactin_1-Me_ester	13	9.6e-18	1049.7	1050.7	302.209	M+H	1	17.01772876696043	combined_db/mol_dir/QMN75-K.mol	7	cyclic
MSV000078787	28	REG_fdr0_spectra/MSV000078787.mgf	28	28	6225	Surfactin_1-Me_ester	13	9.6e-18	1049.7	1050.7	302.209	M+H	1	17.01772876696043	combined_db/mol_dir/QMN75-K.mol	7	cyclic
MSV000080115	40	REG_fdr0_spectra/MSV000080115.mgf	40	40	9026	[Val7]-Surfactin_C13ai_dimethyl_ester	17	1.1999999999999998e-23	1021.67	1022.68	1093.0	M+H	1	22.920818753952375	combined_db/mol_dir/antimarin2012_45030.mol	7	cyclic
MSV000079450	575	REG_fdr0_spectra/MSV000079450.mgf	575	575	9026	[Val7]-Surfactin_C13ai_dimethyl_ester	18	2.6e-22	1021.67	1022.68	321.344	M+H	1	21.585026652029182	combined_db/mol_dir/antimarin2012_45030.mol	7	cyclic
